,NaturalPersonID,ProductName,CreditSum,TypeOfWork,Employment,SignIP,sex,age,EducationStatus,otrasl_rabotodatelya,kolichestvo_rabotnikov_v_organizacii,OrgStanding_N,kolichestvo_detej_mladshe_18,LivingRegionName,Residence,IncomeDocumentKind,HaveSalaryCard,IsBankWorker,harakteristika_tekutschego_trudoustrojstva,ConfirmedMonthlyIncome (Target),month,day,year
6703,986362BF-BDEA-412E-9D86-3F0EFBCB8FEA,1,58278.0,0,1,0,1,29,3,2,3,8.083333,1,4,1,1,1,0,2,36998.23,8,17,2018
6704,5AA1682C-222E-4F34-80B3-12FF0781F639,1,572063.0,0,1,0,1,32,5,13,3,1.0,0,27,2,1,1,0,2,47193.34,8,16,2018
6705,9C91D980-B747-49F6-A50D-606B80EB92C1,1,603980.0,0,1,0,2,31,2,20,4,3.5,0,10,1,1,1,0,2,28100.44,8,10,2018
6706,A5B75C93-37F1-4F9B-A78A-C53CEADE0D13,1,102125.0,0,2,0,1,60,5,24,4,24.0,0,13,2,0,0,0,2,39738.43,8,17,2018
6707,402C1B24-6835-4163-B7A8-7F4F2A254E20,1,500000.0,0,1,0,2,35,3,18,4,7.75,2,14,1,3,0,0,1,42060.55,9,4,2018
6708,73B1BFAE-56E6-4D11-9884-708D650D977A,1,511875.0,0,1,0,2,34,5,18,4,11.833333,2,14,2,0,0,0,2,59687.0,8,16,2018
6709,E8F60FB6-F2F9-4B38-B8F8-DB55CA9AEC30,1,562500.0,0,1,0,2,34,3,28,4,2.5,0,40,2,1,0,1,2,24570.0,8,13,2018
6710,5526CDD8-035C-42FB-ABD5-B9C4601358C5,1,63000.0,0,1,0,2,48,3,18,3,7.5,2,3,1,0,0,0,2,25110.0,9,5,2018
6711,D989880B-616D-4034-802A-F26E8A0AFC44,1,134000.0,0,1,0,2,22,3,18,2,1.5,1,23,1,0,0,0,2,17555.67,9,3,2018
6712,34B38A6D-AB62-405D-BF40-F0CDA4A08BC5,1,558000.0,0,1,0,1,51,3,18,4,23.0,0,12,1,0,0,0,2,29529.19,8,22,2018
6713,DF31F8A1-6E16-44D3-8EF4-696B0A54F586,1,500000.0,0,4,0,1,29,5,28,4,0.25,0,36,2,1,0,1,2,37031.96,8,22,2018
6714,DA9C2898-B345-455C-A91E-0E64CF3EB8AF,1,258750.0,0,2,0,2,45,3,7,2,2.75,2,9,2,3,0,0,2,39592.25,9,6,2018
6715,095B314E-BF72-4911-8646-5E7B5C074D66,1,618750.0,0,1,0,1,35,5,18,2,2.25,0,26,2,0,0,0,2,36548.96,8,27,2018
6716,C79C81F9-48F9-4A02-853F-A48B95CE5668,1,262045.62,0,1,0,2,29,3,18,2,3.5,1,44,1,1,1,0,2,18387.78,8,27,2018
6717,97AB4710-A9A5-4FC0-8280-86A1924A9FB5,1,52844.0,0,1,0,1,43,5,13,2,21.0,0,25,2,1,1,0,2,47386.24,8,15,2018
6718,303C29ED-179A-435E-9BBD-2505F662D09B,1,250875.0,0,1,0,1,42,3,2,3,22.0,2,44,1,0,0,0,2,28094.21,8,31,2018
6720,E58861E7-8BF7-4B8E-B5EF-6F6F49F1529A,1,299000.0,0,1,0,1,26,5,28,4,0.333333,0,41,2,1,0,1,2,29056.21,8,31,2018
6721,F51A7861-29B4-4B71-8221-CA2FE493D1D5,1,350000.0,0,1,0,2,45,2,1,2,5.0,1,2,1,1,1,0,2,19163.17,8,10,2018
6722,8D6F203E-F335-40F4-927C-92592C9CA14E,1,228375.0,0,1,0,2,22,2,9,4,0.25,0,14,1,1,1,0,2,19200.67,8,20,2018
6723,800228E9-0AE6-4B12-BF5D-C70C21CCD390,1,708000.0,0,2,0,1,58,5,2,2,31.0,0,0,1,0,1,0,2,86317.72,8,28,2018
6724,0272EBA1-F8A7-466A-BD32-F34102443AD6,1,400000.0,0,1,0,1,28,5,18,2,6.0,2,23,1,0,0,0,2,18066.01,8,27,2018
6725,7A9AACC0-92B3-4F6D-83B2-61810D86078F,1,112500.0,0,1,0,2,30,3,30,2,6.416666,0,15,1,0,0,0,2,31027.1,8,29,2018
6726,66B67C3A-3553-412E-8B55-A4BEDEF965C7,1,710000.0,0,1,0,1,57,5,5,1,2.666666,0,7,2,1,1,0,2,32466.59,8,31,2018
6727,7237C4E9-0707-4271-8231-2D96BAD43F8E,1,500000.0,0,4,0,2,34,5,13,2,12.0,1,44,2,0,1,0,2,16254.95,8,18,2018
6728,924E2C51-E78A-4E46-A4B6-7E86766F2075,1,712000.0,0,1,0,1,32,5,28,4,1.916666,0,15,2,0,0,0,2,28320.5,12,11,2018
6729,912DF919-3B14-49A4-901C-78D156DF58F9,1,560000.0,0,2,0,2,34,5,18,4,13.0,2,15,2,1,1,0,2,58423.45,8,24,2018
6731,67EEEB52-64DA-481C-BECC-E0673E8AE93B,1,1000000.0,0,4,0,1,35,5,28,4,5.916666,2,43,2,1,0,1,2,62203.03,8,21,2018
6732,41EFB5E1-ED54-4C2F-8185-86CAE0793FA3,1,152000.0,0,2,0,1,58,5,11,4,3.5,0,15,2,1,1,0,2,36277.46,8,10,2018
6734,BEDD23F5-EFB4-49D1-B0DC-D0F6CD0FC38F,1,500000.0,0,1,0,1,37,5,13,2,15.0,1,6,1,1,1,0,2,27688.21,8,20,2018
6735,B52E4101-C661-439B-B9B8-7480A30CD5F4,1,123750.0,0,1,0,1,30,3,23,3,3.25,1,14,2,0,0,0,2,21750.0,9,3,2018
6736,298131A7-63E5-4FC0-A209-EEB92F41262D,1,500000.0,0,4,0,2,31,5,1,2,1.75,1,19,2,1,1,0,2,43291.47,8,28,2018
6737,E0C4834E-4BB6-408A-8AD9-037BE165A893,1,700000.0,0,1,0,2,26,5,28,4,2.0,0,15,2,1,0,1,2,127062.31,8,27,2018
6738,A41CE4C5-2A34-4439-BA74-C18A5FD2FF79,1,500000.0,0,1,0,2,60,3,18,2,20.0,0,25,2,1,1,0,2,19773.83,8,17,2018
6739,7DED9C1E-69C0-450B-A797-5F58089445B7,1,337500.0,0,1,0,2,28,4,24,4,4.5,0,15,2,1,1,0,2,31359.5,8,14,2018
6740,B0C6E75B-1B22-4BA1-B68E-2193CEDFFF48,1,750000.0,0,1,0,1,58,3,2,4,10.0,0,15,2,1,1,0,2,21514.08,9,6,2018
6741,18A3D1CA-DD72-4898-A983-58F29515B59E,1,454850.0,0,1,0,2,39,5,18,3,3.0,2,25,2,0,0,0,2,32033.19,8,24,2018
6742,5D20DD1A-F1B3-4054-A738-2B083E671EA5,1,454850.0,0,1,0,1,39,5,2,4,1.666666,2,25,2,1,1,0,2,27498.32,8,24,2018
6743,2AA4B95A-D55C-4E65-9854-705A667DE4F7,1,69975.0,0,1,0,1,46,3,2,4,22.5,0,7,1,1,1,0,2,14935.0,8,16,2018
6744,C2381657-4E9E-4D85-B671-74D7E832DD9C,1,1000000.0,0,2,0,2,24,3,21,2,0.916666,0,23,1,0,0,0,2,27115.0,12,25,2018
6745,B01683B8-F77E-4E57-B7A6-6361DFDD37F1,1,101999.0,0,1,0,2,30,3,9,4,0.833333,2,14,1,1,1,0,2,40684.07,8,21,2018
6746,4CE7B82C-8E18-4B49-8CCB-0EFAC24334B3,1,694125.0,0,4,0,2,45,5,23,2,0.833333,1,18,2,3,0,0,2,50547.0,8,28,2018
6747,62CC4D2E-DB5F-4EA0-B330-4D21F0AE82A6,1,500000.0,0,2,0,1,31,5,28,4,1.5,2,10,2,1,0,1,2,50981.7,9,6,2018
6748,6EFB848D-5E2A-49E8-8868-D67248ED0731,1,127772.52,0,4,0,1,44,5,28,4,11.666666,0,25,2,1,0,1,2,25986.4,8,29,2018
6749,C659FCB5-2F3F-4824-9AA0-C8DA6A904BC7,1,826025.0,0,3,0,2,43,5,18,2,7.5,0,10,2,1,1,0,2,99690.85,8,23,2018
6750,D2CC1720-F39A-436A-A88D-E1716E17E47F,1,1115000.0,0,4,0,1,37,5,30,4,10.0,2,15,2,1,1,0,2,58321.79,8,25,2018
6751,3E5CE536-1BD8-478B-96F9-0B27C758A223,1,500000.0,0,1,0,2,32,5,18,1,9.0,3,20,1,1,1,0,2,42606.84,8,13,2018
6752,0DD02FE8-792A-4BCE-BE1D-84CDC5DF129F,1,500000.0,0,1,0,1,31,5,28,3,8.0,3,20,1,0,0,0,2,22156.87,8,13,2018
6753,C7CEBBBD-DF3F-48D4-ADA9-5DFBBA481E53,1,905007.0,0,4,0,2,35,5,16,4,4.0,2,10,2,1,1,0,2,55960.24,8,20,2018
6754,CC74E318-D0B3-4C09-B761-3AE90FD52F3C,1,400000.0,0,2,0,1,47,5,19,4,2.0,0,15,2,1,1,0,2,43212.19,8,22,2018
6755,3BDA907B-B4CE-4AD5-91E8-4BBF55A0B95D,1,281250.0,0,2,0,2,35,5,8,1,2.0,2,44,1,0,0,0,2,39150.0,8,16,2018
6756,90FA3EA6-5BA2-438A-BD48-47BA1EA57A1E,1,550000.0,0,1,0,1,48,3,2,2,27.083333,0,25,1,1,1,0,2,25650.3,9,4,2018
6757,547319C6-16AF-46C3-9C16-944AFEFCDD40,1,650000.0,0,1,0,1,50,3,2,3,31.5,0,7,1,0,0,0,2,35695.0,8,22,2018
6758,2E973D9C-2727-4509-8A98-22679C56A781,2,31000.0,0,1,0,1,23,5,28,4,1.5,0,12,1,1,0,1,2,28954.44,11,15,2018
6759,1C9877DC-23C2-48AE-BFD8-62DCBCD3D24E,1,650000.0,0,1,0,2,33,2,24,4,7.083333,1,26,2,0,0,0,2,35162.0,8,17,2018
6760,ECB7AE49-CF0A-487E-9D64-46E03BD5BCE0,1,650000.0,0,1,0,1,33,5,18,2,1.583333,1,26,2,3,0,0,2,21045.5,8,17,2018
6761,DF8696AF-8364-4663-B9A3-62D8E9C31A04,1,309375.0,0,1,0,2,27,5,16,4,0.666666,1,15,2,0,0,0,2,43257.7,8,13,2018
6762,FF509F32-DF8F-40C8-8206-EDC69B58AB38,1,89000.0,0,1,0,2,42,2,24,2,8.25,2,7,1,1,1,0,2,19083.51,8,20,2018
6763,119D770E-4209-4A47-A6C0-1CD2FC2C9A38,1,505000.0,0,1,0,1,52,3,2,3,34.0,0,2,1,1,1,0,2,21774.07,8,27,2018
6764,5E34E92D-ED09-4B39-BE47-A71DC3552C42,1,394200.0,0,1,0,2,52,2,2,4,0.333333,0,15,2,0,1,0,2,19628.48,8,24,2018
6765,65270FCA-8632-4830-8D0C-2B427CA4A294,1,482000.0,0,1,0,2,37,5,1,2,6.0,0,15,1,1,1,0,2,17360.05,9,6,2018
6766,B2F026E6-50CB-4526-9042-FD07D21A48BE,1,596250.0,0,1,0,2,32,5,16,2,0.75,1,36,1,3,1,0,2,45128.18,8,23,2018
6767,8BC43319-0F81-47B9-8570-80CC4E5443FE,2,100000.0,0,1,0,1,48,3,18,3,22.583333,0,37,1,0,0,0,2,18387.86,11,19,2018
6768,72549B92-5111-4F62-AC81-0BDD8B5CA7B1,1,750000.0,0,3,0,1,26,5,18,2,1.416666,0,29,1,0,0,0,2,37247.13,9,4,2018
6769,32C137AB-EA5E-4475-8F8D-7757642E35E7,1,470000.0,0,1,0,2,26,5,18,4,0.916666,0,41,2,1,1,0,2,34814.99,8,13,2018
6770,CF6C1359-F0E2-492A-858C-082E2535C84F,1,50000.0,0,1,0,1,55,3,2,4,0.583333,0,44,1,1,1,0,2,11292.49,8,16,2018
6771,E73C809F-2FCC-4E30-82E3-BE50213B81DC,1,643390.23,0,1,0,1,55,3,2,3,36.0,0,1,1,1,1,0,2,26990.95,9,27,2018
6772,2EABE0BD-5343-4851-AEF4-AC6765D3D583,1,55650.0,0,1,0,2,47,3,12,3,8.0,0,1,1,0,0,0,2,12756.68,8,28,2018
6773,AA39A82C-CD25-4B6E-A08B-62EA856A46A2,1,472500.0,0,2,0,2,57,5,18,4,6.0,0,25,2,1,1,0,2,54418.4,9,3,2018
6774,CFB812FA-2C73-450F-8D6C-2B23329F2C0E,1,503000.0,0,1,0,1,53,3,2,1,1.0,0,25,1,0,0,0,2,21750.0,8,13,2018
6775,5B86DF12-ED18-4C00-9E21-2D90B8D4C23A,1,629450.0,0,1,0,2,46,3,29,4,26.0,0,27,1,0,0,0,2,41219.11,8,10,2018
6776,481096CA-23D2-4F93-B287-79141E2DD190,1,112979.0,0,4,0,1,63,5,13,2,15.0,0,29,2,0,0,0,2,39673.17,8,28,2018
6777,1B6D96C4-C156-4348-AD98-9F9B13377CF5,1,100000.0,0,1,0,2,26,3,24,4,5.0,1,33,2,0,0,0,2,39758.18,8,22,2018
6778,27F3B296-87E8-4DB6-8284-D9AAFA3B9CE7,1,900000.0,0,2,0,2,43,5,18,3,10.0,2,25,1,1,1,0,2,58964.95,8,14,2018
6779,209B239A-DC94-4D61-B4AB-DCCD8770B7B1,1,114132.0,0,1,0,1,40,3,2,4,18.0,0,11,2,0,0,0,2,38165.0,8,10,2018
6780,6150FD55-9BD5-4216-BEDC-0B9C1D1FC77F,1,50000.0,0,1,0,1,52,5,1,4,32.0,1,15,2,1,1,0,2,38279.47,9,1,2018
6781,E8CDC693-F439-4C89-AF51-0960BB5AF5F6,1,680000.0,0,1,0,2,28,3,12,4,6.5,2,25,1,0,0,0,2,43365.34,8,14,2018
6782,585492C1-5661-4A9F-B679-C5493F4ABAB2,1,710000.0,0,1,0,1,57,5,5,1,2.666666,0,7,2,1,1,0,2,28266.49,8,31,2018
6783,6F375F52-5385-472D-B0E2-95591A96B8BE,1,508000.0,0,1,0,2,32,3,18,3,4.5,0,10,1,1,1,0,2,30176.12,8,22,2018
6784,032600C5-1B9C-4CC1-A640-53B61ABC9F91,1,800000.0,0,2,0,1,51,5,13,2,4.333333,0,25,1,1,1,0,2,35403.38,8,27,2018
6785,7D0FB45D-30FA-46E9-A273-F150E8781EE7,1,966265.96,0,1,0,1,27,5,18,4,4.166666,0,13,2,0,0,0,2,28161.0,11,29,2018
6786,48313EFA-B6AC-4C0C-9B71-04AC8CB5CC63,1,164475.0,0,1,0,2,22,3,18,4,0.583333,0,27,2,0,0,0,2,20906.5,8,13,2018
6788,A710C16A-F09C-407C-A250-A3209AB08797,1,829166.08,0,1,0,2,46,2,18,4,16.0,0,27,2,0,0,0,2,30906.01,9,5,2018
6789,649F100D-9219-4FAA-A7D7-BDB20F0A4721,1,559450.0,0,1,0,2,43,5,13,3,14.0,1,27,2,1,1,0,2,39469.85,8,20,2018
6790,B0B8C503-6387-40D3-9D5D-8633DA8171D8,1,377809.0,0,1,0,2,27,3,18,4,6.0,1,27,2,0,0,0,2,44666.7,9,6,2018
6791,EFDB1FD1-B995-4DCD-8EB5-AE8E873BF1FE,1,300000.0,0,1,0,1,31,5,24,1,0.5,1,9,2,3,0,0,2,29493.0,8,10,2018
6792,3D31475E-73A2-403A-98BF-BCAC5081F121,1,379688.0,0,1,0,2,44,3,15,4,20.0,1,13,2,0,0,0,2,19150.73,8,10,2018
6793,7B15AC87-E9F4-4BC8-819E-871FB79EA9F3,1,325125.0,0,3,0,2,34,3,13,3,4.5,2,26,2,0,0,0,2,35837.63,8,27,2018
6794,FE2720EA-9DED-4BD9-8597-5172DDC7ED5A,1,350000.0,0,1,0,1,57,3,13,2,34.0,0,22,2,1,1,0,2,27376.5,8,28,2018
6795,FA5B7705-EA3C-456E-B297-5F7F3CECFEB0,1,333300.0,0,1,0,2,47,2,12,4,5.333333,0,4,2,0,0,0,2,44826.0,8,20,2018
6796,4AA0E94A-7CD7-4E3E-9DB0-32AC0A27DB93,1,350000.0,0,1,0,2,50,3,8,4,18.0,0,12,2,0,0,0,2,25920.75,8,24,2018
6797,9052C01B-8461-4670-9829-F84F283D64FD,1,457294.02,0,1,0,1,44,5,1,4,17.0,1,12,2,1,1,0,2,47854.0,8,14,2018
6798,F22C9B7A-5248-47D1-A103-1CD6EAB55FC0,1,73500.0,0,1,0,1,48,5,13,1,28.0,0,15,1,1,1,0,2,25892.14,9,3,2018
6799,3686DD98-D125-47C9-8381-45233F088CF6,1,653000.0,0,1,0,2,53,5,13,2,14.833333,0,25,1,1,1,0,2,31285.95,8,20,2018
6800,283D0E0A-A265-40C2-BF74-E195B4C1DEE6,1,500000.0,0,1,0,1,56,5,13,1,6.0,0,0,1,1,1,0,2,20695.81,9,3,2018
6801,35EC43B1-343C-4C81-8551-817D7F6EB843,1,399129.65,0,2,0,2,50,5,20,4,25.0,0,37,2,0,0,0,2,59494.4,9,7,2018
6802,50BE634B-3B5A-4068-BFB3-B3FEDF848A3E,1,517000.0,0,1,0,2,32,5,18,2,1.5,0,13,2,3,1,0,2,61261.17,8,14,2018
6803,8ABEFBB3-037A-4C26-8F80-A6775E3AE82A,1,1000000.0,0,4,0,2,31,5,18,4,0.833333,1,41,2,1,0,1,2,168114.22,9,3,2018
6805,E13DE5B2-42DE-4C07-A161-9BD789C5DDE5,1,848800.0,0,4,0,2,35,6,1,4,14.0,2,43,2,0,0,0,2,49885.02,8,13,2018
6806,1C8FF82E-21CC-43BB-9B1B-60741BE2B9C1,1,537500.0,0,1,0,2,55,5,21,3,20.0,0,7,1,0,0,0,2,13239.08,8,17,2018
6807,8EBC912E-AACB-4B5B-A7E8-1E4AC41DAC9E,1,528750.0,0,1,0,2,28,5,1,4,3.0,1,15,2,1,1,0,2,29016.63,8,27,2018
6809,AC44E7C5-792F-4424-88E0-65F971670329,1,278800.0,0,1,0,1,61,5,18,1,3.333333,0,42,2,3,0,0,2,10200.9,8,23,2018
6810,7952C12B-F30F-48C9-B4CC-71737E4BAF27,1,401372.9,0,4,0,1,45,5,24,3,8.0,0,1,2,0,0,0,2,30426.78,8,29,2018
6811,3FD52365-C361-46A8-B6ED-2ECD5CEEC4F5,1,448883.86,0,1,0,2,45,3,8,4,2.0,0,40,2,0,0,0,2,26918.38,8,16,2018
6812,D68155FB-98E9-4486-8941-9E19F96FE7A8,1,837000.0,0,1,0,2,38,3,12,4,6.166666,2,1,1,0,0,0,2,48386.86,9,3,2018
6813,7B9D5DF1-F384-48FE-AC0B-15F9BAAF5126,1,215000.0,0,1,0,1,36,5,18,2,4.0,2,27,2,0,0,0,2,64589.01,9,3,2018
6814,CAC59B64-CD5E-4F8E-BC60-7A2D03795F50,1,342000.0,0,1,0,1,47,3,2,3,15.0,0,14,1,0,0,0,2,19170.84,8,20,2018
6815,581FCB29-34A0-475B-9E0C-175A8960E289,1,443352.28,0,1,0,1,47,5,13,3,17.0,1,44,1,1,1,0,2,37269.52,8,14,2018
6817,B1795F0A-9716-468E-BE5C-DD140BE12962,1,822500.0,0,1,0,2,44,5,1,3,18.75,0,13,1,0,0,0,2,56383.63,8,27,2018
6818,AD97E024-174E-4679-BED4-C443D43E6262,1,805000.0,0,1,0,2,32,3,9,4,2.5,2,25,2,0,0,0,2,46369.68,9,14,2018
6819,4FE31009-8C38-4613-B3DE-2DD7B46D2861,1,541040.26,0,2,0,2,28,5,0,3,3.0,0,15,2,0,0,0,2,33529.85,8,27,2018
6820,E4AECCCC-D212-4D36-AD8C-FA3915ECF7B4,1,103750.0,0,3,0,2,44,5,21,1,4.583333,3,15,1,1,1,0,2,43081.07,9,6,2018
6821,5DCA38D4-C0F7-4075-8A3B-EBFA390EA878,1,908000.0,0,2,0,2,47,5,28,4,15.0,2,15,2,1,0,1,2,137489.36,8,29,2018
6822,8C20A288-0057-4B73-8290-1A2D0E7CAA46,1,587500.0,0,1,0,2,39,3,29,4,2.666666,4,36,1,1,1,0,2,76177.94,8,31,2018
6823,2A6E91D3-E3D2-439F-9DF0-5A20031C5BB1,1,500000.0,0,1,0,2,31,5,1,3,10.0,1,15,2,1,1,0,2,75039.04,8,10,2018
6824,CA18580E-F03D-47C3-8606-7350BC438996,1,50000.0,0,1,0,2,25,5,1,4,4.25,0,21,2,1,1,0,2,22140.75,8,13,2018
6825,D3E6236C-F1B3-46CE-9BD2-5F812FF8EE83,1,700000.0,0,1,0,2,25,5,28,4,1.25,0,15,2,1,0,1,2,37894.17,9,3,2018
6826,38C3FF95-87CA-4B89-A1EE-C4ECE3DAF8C0,1,322500.0,0,4,0,2,29,3,29,4,1.833333,0,36,1,1,1,0,2,51722.23,8,10,2018
6827,E85873EF-EAA2-44D2-AB6F-4EEAFDAC7339,1,163984.06,0,1,0,1,23,4,24,4,0.5,0,41,2,0,1,0,2,14760.0,8,17,2018
6828,0DDD4B2F-02FE-425A-96D5-96702453069D,1,1171416.85,0,3,0,2,57,5,18,2,3.0,0,44,1,0,0,0,2,61606.15,8,17,2018
6829,9CDBDA89-ECE5-4E33-8C56-7E8E33FEC5FD,1,60000.0,0,1,0,1,35,3,2,3,15.0,0,15,2,1,1,0,2,28105.75,8,16,2018
6830,94F1118B-773B-4DB8-8EB8-47FA5E8DE938,1,560000.0,0,2,0,1,37,6,28,4,6.083333,2,41,2,1,0,1,2,71666.0,8,27,2018
6831,F11411D1-2201-4E05-8F17-F976897B1B89,1,576000.0,0,1,0,2,37,5,12,4,5.0,2,6,1,0,0,0,2,43755.05,8,28,2018
6832,A28B2088-7C2C-488A-8654-002CB5B0DE84,1,500000.0,0,2,0,1,41,5,28,4,4.416666,1,13,2,1,0,1,2,55447.14,9,3,2018
6833,9FAE80C1-58F0-416C-B45E-DE0DE1F984FF,1,161250.0,0,1,0,2,45,5,13,2,25.0,1,44,1,1,1,0,2,28427.43,9,3,2018
6834,996EB9AF-B9DF-4B3C-8232-875AD8ABA32F,1,377809.0,0,3,0,1,46,5,18,2,4.0,0,27,2,1,1,0,2,46621.06,8,28,2018
6835,4F786BF7-D17A-4343-A48B-317985106DBB,1,800000.0,0,2,0,2,38,6,17,3,15.833333,1,14,2,0,0,0,2,79847.27,8,29,2018
6836,FAFF3102-3FB2-4A59-AB16-657946FE4ED0,1,950000.0,0,2,0,2,35,5,28,4,12.25,2,15,2,1,0,1,2,89311.38,8,28,2018
6837,6EC94FC4-A776-4471-A8FB-A7A1EDA88B39,1,752500.0,0,3,0,1,54,5,1,2,10.0,0,25,2,1,1,0,2,46497.29,9,4,2018
6838,D4556A8E-4755-4C30-B435-0B27B9B20080,1,1000000.0,0,4,0,1,35,5,28,4,5.916666,2,43,2,1,0,1,2,62203.03,8,14,2018
6839,11F39B3C-EEE4-47FF-BEF7-B6FC70F455E8,1,351450.0,0,1,0,1,22,5,1,4,1.0,0,25,2,0,0,0,2,23247.81,9,5,2018
6840,2AF71051-55B3-4783-8545-1D9C6E6C212E,1,1175000.0,0,4,0,1,35,5,28,4,1.416666,0,18,2,0,0,0,2,54064.63,8,31,2018
6841,62C55927-EF41-4706-9F17-963B384625BE,1,169729.0,0,1,0,1,28,5,1,2,3.583333,0,14,2,0,0,0,2,15638.0,8,13,2018
6842,018BEB63-75D3-401F-92D7-D1A27C95A9B3,1,250000.0,0,1,0,2,28,3,18,2,7.0,2,44,1,1,1,0,2,22920.39,8,24,2018
6843,CE3B4574-7414-4AAE-8AB1-641867A4A51D,1,223300.0,0,1,0,2,27,3,18,3,1.25,1,4,2,0,0,0,2,27440.86,9,4,2018
6844,F174BC9E-9DD5-4DB6-A480-6500A4867218,1,700000.0,0,1,0,2,28,5,1,1,5.166666,1,4,2,0,0,0,2,24602.2,8,27,2018
6845,CF7C49B0-E9F4-41A3-82FD-D2409A7FC1B0,1,341600.0,0,1,0,2,35,2,18,4,3.0,2,25,1,0,0,0,2,56305.0,8,27,2018
6846,CABBFDE6-3499-4375-B1C7-0127F687085E,1,400000.0,0,1,0,2,61,3,16,3,15.083333,0,28,1,1,1,0,2,12488.26,8,15,2018
6847,BDD53374-1396-4D94-BA63-78531831EBBB,1,101050.0,0,1,0,1,42,3,23,3,1.083333,1,21,1,0,1,0,2,17087.78,8,13,2018
6848,C1FF6562-47AC-4AEF-BFE4-219613F6D0BC,1,66150.0,0,1,0,2,35,5,18,3,3.416666,2,27,2,1,1,0,2,26917.14,9,6,2018
6849,27B27AB8-E0C3-4708-950E-7452286D4EA5,1,273929.71,0,1,0,1,50,5,27,1,11.0,1,4,1,0,0,0,2,22707.0,8,28,2018
6850,FC58C754-8CA9-4820-BEFA-2BFCB9151EB3,1,323000.0,0,2,0,2,43,5,18,1,1.083333,1,20,2,1,1,0,2,42165.97,8,23,2018
6851,8CD6F7E9-4E8E-4D8A-838C-98F1C905A394,1,338400.0,0,1,0,1,48,3,16,3,10.0,0,41,1,0,0,0,2,16308.9,8,22,2018
6852,24C16E03-5ED6-4070-B648-30CBCDCAA545,1,322500.0,0,1,0,2,33,5,16,2,2.0,2,25,2,3,0,0,2,80364.0,12,18,2018
6853,C23D36B6-817D-4778-BA14-D307F6F3E944,1,114750.0,0,1,0,2,40,5,24,2,7.916666,2,33,2,3,0,0,2,47419.67,8,21,2018
6854,D320C95F-0DB8-4ACB-8A97-6D40D17FA5E7,1,250229.08,0,1,0,1,59,3,2,4,36.25,0,21,2,1,1,0,2,11495.8,10,26,2018
6855,40D2D96E-9D82-46B2-A873-30CC3FC2BD5B,2,0.0,0,1,0,2,21,5,23,1,0.5,0,36,2,0,0,0,2,54785.6,12,18,2018
6856,9E426D60-D33B-4752-8E55-23D65AEA7CF9,1,900000.0,0,3,0,2,36,3,24,1,6.833333,0,36,2,3,0,0,2,73950.0,8,16,2018
6857,3ADDA5E3-A9DD-4A69-ABD1-BF363B145525,1,104198.0,0,1,0,1,52,5,13,3,19.0,0,27,2,1,1,0,2,29780.37,8,23,2018
6858,3B870C69-1535-4303-9369-E98489B58E48,1,749690.05,0,1,0,2,36,3,14,2,4.583333,1,38,2,3,0,0,2,37720.0,8,16,2018
6860,0CFFC416-3470-4DE5-81FC-8A55616FA040,1,299625.0,0,1,0,1,55,3,2,4,0.5,0,1,1,0,0,0,2,7915.86,9,5,2018
6861,934B8F36-DD58-40F6-A054-DC15C30B5D19,1,228375.0,0,1,0,2,28,5,27,2,0.333333,0,25,2,0,1,0,2,18914.17,8,27,2018
6862,B172C3CE-F085-48C7-B0F5-037C1EF74024,1,750000.0,0,4,0,2,39,5,21,1,9.333333,2,2,1,1,1,0,2,29866.84,9,6,2018
6863,A22C6EDE-670A-47B1-89EE-75BD1CCADF62,1,352500.0,0,1,0,1,51,3,23,1,5.083333,0,39,1,3,0,0,2,28566.0,8,17,2018
6864,DDE3D6A7-D284-4704-AD63-7B254EB2EF96,1,299789.54,0,2,0,1,43,5,28,4,9.583333,1,38,2,1,0,1,2,26379.33,10,17,2018
6865,D859AEDA-F6EA-4F0C-BC5F-318FCF409E11,2,200000.0,0,1,0,2,42,5,29,4,20.0,2,27,2,0,0,0,2,41721.83,12,19,2018
6866,D89C9FBC-EA0F-4863-A286-50B7B8F19CF0,1,50000.0,0,1,0,1,62,5,18,3,2.5,0,25,2,0,0,0,2,16618.32,9,3,2018
6867,7D5472C3-6131-4C33-9378-42E78AB0490D,1,52000.0,0,1,0,1,44,3,29,4,0.833333,1,27,2,0,0,0,2,31854.04,8,23,2018
6868,97A9794D-5DFF-411C-9348-0FA12F336CCD,1,400000.0,0,2,0,1,38,5,28,3,2.416666,0,14,2,1,0,1,2,57574.12,8,17,2018
6869,AEEEECC2-8625-4057-90AE-E160D5DA6CE5,1,691875.0,0,1,0,2,24,3,12,4,5.916666,0,25,1,0,0,0,2,42920.17,9,3,2018
6870,FBF15618-8BFB-4549-9653-5B2D5CE0376E,1,509625.0,0,1,0,1,41,2,8,4,15.0,1,13,2,0,0,0,2,38563.18,8,13,2018
6871,F0938161-A8C8-44DD-8D42-A7BDB7E02EBE,1,770000.0,0,1,0,2,56,2,9,4,0.916666,0,14,1,1,1,0,2,25449.27,8,27,2018
6872,B0F1AF3C-E0CC-4D53-A975-13EE4F19224E,1,803000.0,0,1,0,2,40,2,18,3,1.583333,3,15,1,3,0,0,2,47850.0,8,31,2018
