,NaturalPersonID,ProductName,CreditSum,TypeOfWork,Employment,SignIP,sex,age,EducationStatus,otrasl_rabotodatelya,kolichestvo_rabotnikov_v_organizacii,OrgStanding_N,kolichestvo_detej_mladshe_18,LivingRegionName,Residence,IncomeDocumentKind,HaveSalaryCard,IsBankWorker,harakteristika_tekutschego_trudoustrojstva,ConfirmedMonthlyIncome (Target),month,day,year
9875,1E18B2CB-534D-428C-BC71-FF1E5FB31069,1,600000.0,0,2,0,1,54,5,1,2,10.0,0,15,1,1,1,0,2,40960.63,7,16,2018
9876,99FA729E-2209-4ABE-A083-BF2D6F147ADC,1,361069.0,1,1,0,2,27,5,12,4,7.0,0,27,2,0,0,0,2,57910.53,11,3,2017
9877,AF8EC0BA-538D-45CF-BA48-B85629782DCF,1,520000.0,1,1,0,2,52,5,0,2,0.75,0,0,2,1,1,0,2,38805.7,11,3,2017
9878,7A20AF27-2B3A-417D-BF98-B0AAC58A0C20,1,537500.0,1,1,0,2,50,3,18,1,7.0,1,20,2,0,0,0,2,43050.5,4,23,2018
9879,F744D79F-0FEA-41BB-93C7-F18E0BB6DE20,1,430000.0,1,1,0,2,34,4,18,3,0.833333,2,44,1,0,0,0,2,17400.0,11,3,2017
9880,5E64B15F-B57D-48E0-A4FF-D2A1D4A95FF8,1,678700.0,1,2,0,1,32,5,22,4,4.416666,0,35,2,0,0,0,2,36667.88,1,12,2018
9881,96F8D34F-1B26-41D0-B955-4C8D166066E2,1,53000.0,1,1,0,1,53,3,18,2,15.5,0,15,1,1,1,0,2,13147.16,5,8,2018
9882,2B1060FF-E1F8-4FE8-A576-7FB30F0CB253,1,717025.0,1,3,0,1,58,4,23,1,6.583333,0,35,2,3,0,0,2,131467.84,10,26,2017
9883,3299539B-2D55-4437-9445-ABCE84E6A890,1,564132.0,1,2,0,2,39,5,18,2,2.75,0,25,2,0,0,0,2,49735.0,4,13,2018
9884,1A0FDDF8-B23B-484A-8F2D-F4BDBCF8F2AC,1,500000.0,1,1,0,2,30,4,24,3,12.0,0,30,2,0,0,0,2,26617.55,4,25,2018
9885,9F371879-EEC6-4349-BC7A-94ACB1F0657A,1,1582478.16,0,1,0,2,32,5,1,4,10.0,3,39,2,0,0,0,2,43405.91,11,12,2018
9886,3A5EE180-B8DD-481F-8E39-AEE0E26E6391,1,350000.0,1,1,0,1,31,3,23,4,1.916666,1,9,2,0,0,0,2,15333.05,8,1,2017
9887,BBF641FF-44A2-434F-85FB-8CC64B480370,1,518673.0,1,3,0,2,50,5,13,3,30.0,0,3,1,0,1,0,2,32906.46,3,9,2017
9888,7BEFC784-433B-4AAE-8D7F-B1275C0FE7DF,1,549451.0,1,2,0,1,52,5,2,3,13.0,0,25,2,1,1,0,2,67294.29,3,9,2017
9889,A0878C11-DBDA-4FD5-A509-19463E2CDC00,1,317125.0,1,1,0,2,30,4,8,4,8.0,1,0,1,0,0,0,2,36182.73,3,16,2017
9890,4E036CF9-9C10-47A4-8D5E-64FAF510B904,1,479066.0,1,1,0,1,48,3,18,4,23.0,0,25,2,0,0,0,2,21184.21,4,25,2017
9891,3F83C443-F40B-4241-BE42-2EDBCE468757,1,422833.0,1,2,0,2,31,5,0,4,0.666666,0,15,2,0,0,0,2,36811.03,4,4,2017
9892,DAA62ED3-A3A7-4CA5-9D99-15AFBE5425D0,1,200000.0,1,1,0,1,33,5,18,2,2.083333,1,10,2,0,1,0,2,28926.67,5,3,2017
9893,CCC76696-67F6-4229-B6B3-B5578CFE29CA,1,432968.0,1,1,0,2,59,3,2,3,7.0,0,3,1,1,1,0,2,16834.0,4,4,2017
9894,9FE0B4D8-F512-40C3-87DC-4081A0C868C1,1,300000.0,1,1,0,1,57,5,1,2,16.0,0,23,0,0,0,0,2,22641.93,6,20,2017
9895,4A80F883-98CB-41F6-BABB-1DE2ADEBD7F9,1,50000.0,1,1,0,2,54,3,18,3,0.666666,0,27,2,1,1,0,2,28073.66,12,26,2017
9896,6C674C84-A2E1-4616-B642-F356EA874E42,1,10000.0,1,1,0,2,23,4,30,4,4.0,0,15,2,1,1,0,2,32240.21,4,4,2017
9897,869BD383-5B50-41B5-BED0-A21AB30CDB1A,1,102346.0,1,1,0,1,53,3,2,4,33.166666,0,20,0,1,1,0,2,20928.18,6,7,2017
9898,1DE8954A-B227-4DBB-A860-2AE0771E83C1,1,158563.0,1,2,0,1,57,3,23,3,10.0,0,12,2,1,1,0,2,30845.37,4,5,2017
9899,31965A1E-80C1-42DE-B2A2-0AFEC1EE7DF4,1,571429.0,1,1,0,2,30,5,2,3,4.5,0,39,0,0,0,0,2,128239.0,6,22,2017
9900,77382591-9EE4-4AFE-9B0E-4015CF870BE7,1,120884.0,0,1,0,1,61,3,13,2,0.916666,0,4,2,1,1,0,2,9824.17,8,17,2018
9901,E7016273-8E1E-4FB3-8C0F-6B89C2BCBB2C,1,114286.0,1,2,0,1,40,5,1,4,7.0,0,15,0,1,1,0,2,80759.59,6,23,2017
9902,939BF172-5513-44F9-8CBA-034DFC10E7D0,1,100000.0,1,2,0,2,60,5,13,4,5.0,0,15,0,1,1,0,2,53569.26,6,30,2017
9903,114847DE-5FCF-49A3-BBBB-63AC9A601D2F,1,500000.0,1,1,0,2,32,5,18,3,5.75,1,15,1,1,1,0,2,36810.3,4,24,2018
9904,E1E1C860-5439-4203-A7D6-27927EC58BE0,1,600000.0,1,2,0,2,29,5,2,3,4.666666,0,4,2,1,1,0,2,67163.62,1,18,2018
9905,5D2E036B-3D8B-4596-8AAD-4752D6E612B9,1,800000.0,1,1,0,1,46,5,13,2,24.0,1,0,2,1,1,0,2,49537.27,11,1,2017
9906,A94CB7ED-25B9-4E6E-B8A3-8C54D696D0E6,1,470000.0,1,1,0,2,50,3,21,2,2.833333,0,44,1,0,0,0,2,26234.82,11,9,2017
9907,16456017-60A5-4CBA-91C2-DBBB4BF7398C,1,685715.0,1,1,0,1,42,5,13,2,4.0,0,25,2,1,1,0,2,44161.6,5,26,2017
9908,03CA6F6B-5BB7-4B04-83B6-498B223C4DEF,1,216500.0,1,4,0,1,35,5,18,3,10.0,2,25,2,1,1,0,2,59207.26,5,26,2017
9909,1E20AF02-84AC-4536-B9D6-18D17C973148,1,489136.0,1,3,0,1,31,5,18,4,12.666666,2,27,0,0,0,0,2,53069.68,6,30,2017
9910,99218DF4-A107-43AA-AC7B-AE6924F47AA7,1,40939.0,1,1,0,1,59,3,13,2,9.0,0,4,0,1,1,0,2,6593.81,6,14,2017
9911,D5C9E6D9-AFFF-4578-BFFA-F6169C7CEC57,1,300000.0,1,1,0,1,50,3,13,2,5.75,0,42,0,0,0,0,2,22758.3,6,14,2017
9912,EF57D2E5-DD9D-4B68-8C90-CEFAE47E7ACB,1,129000.0,1,2,0,1,38,5,16,3,2.5,2,15,1,3,0,0,2,40037.34,4,17,2018
9913,C8DBDDE8-814E-4616-A47A-61D63612F3A9,1,337500.0,1,1,0,2,35,3,2,4,0.5,0,3,2,1,1,0,2,19791.66,10,20,2017
9914,780BD01D-4DFC-4A6B-BAF5-DAE32B3AB251,1,600000.0,1,1,0,2,26,3,24,4,4.333333,1,15,1,1,1,0,2,34835.16,3,5,2018
9915,2CA7E816-5D27-4168-A9AA-029B41BCE8CB,1,335080.62,1,1,0,1,56,5,18,2,10.0,0,42,1,0,0,0,2,18058.82,11,3,2017
9916,6DAF205C-226A-4F6B-BB22-40B8359EE08D,1,200000.0,1,2,0,1,38,5,13,2,5.083333,2,21,1,1,1,0,2,40968.04,10,31,2017
9917,DF0B25A2-7335-41A3-B0EA-796FA4F77248,1,770000.0,1,2,0,1,43,5,23,3,8.0,1,25,2,1,1,0,2,56716.74,10,31,2017
9918,6831EF2B-397D-489A-97B3-BADD7BC4E5A4,1,600000.0,1,4,0,2,38,5,0,4,0.75,1,36,2,0,0,0,2,54621.5,3,2,2018
9919,1CD89F15-FBFD-478A-8827-A8E06570FAE6,1,65522.0,1,1,0,2,59,5,18,3,3.0,0,27,2,0,0,0,2,21541.54,10,30,2017
9920,95B7ECE6-DC50-42F1-B535-47D9B221C711,1,324325.0,1,1,0,2,36,3,12,4,15.0,0,41,2,0,0,0,2,76792.07,5,31,2017
9921,EDDEC107-BAF2-4BBD-8160-69A4871BB4AE,1,360255.0,1,2,0,2,37,2,8,2,5.5,3,15,2,0,0,0,2,46110.0,11,2,2017
9922,7616ED8B-4ABC-4430-85A9-11844E68BB07,1,550000.0,1,3,0,2,45,2,18,2,3.75,2,37,1,3,0,0,2,31809.5,4,26,2018
9923,BCD0F28C-FCB2-4FE4-B669-19945CBA655C,1,300000.0,1,1,0,2,23,3,1,2,3.583333,0,4,1,0,0,0,2,26341.94,10,31,2017
9924,737E0E50-08B6-48D1-AAD7-9B40D8D87496,1,500000.0,1,2,0,1,35,5,28,4,11.0,0,15,2,1,0,1,2,32619.45,3,1,2017
9925,4C45A473-C787-4E8D-AD5C-5455CF8F1CD6,1,393750.0,1,1,0,1,30,5,18,2,1.666666,2,15,2,0,0,0,2,41342.0,5,14,2018
9926,FC1F49D5-F01C-440B-9E1B-5DFFECAC2C0F,1,495179.1,1,1,0,2,29,5,12,3,3.0,1,1,2,0,0,0,2,47960.58,12,7,2017
9927,4BBB2249-FF2A-4703-B07E-DBC79E91FD62,1,509625.0,1,2,0,1,28,5,18,3,1.833333,1,14,2,0,0,0,2,31726.11,10,23,2017
9928,040CEF24-204E-4D66-8A15-D3DE2FE7D8F5,1,144700.0,1,1,0,1,54,2,18,2,7.0,0,26,2,0,0,0,2,13215.39,5,26,2017
9929,CC04DAF6-87D6-4ABC-9E41-B9E2F3363ABA,1,242997.0,1,1,0,1,63,3,2,3,32.0,0,14,2,0,0,0,2,13295.59,5,25,2017
9930,2662B0FC-884A-4D19-B108-60264DC638CB,1,932950.0,1,1,0,2,32,5,12,4,4.416666,0,27,2,0,0,0,2,67847.66,11,3,2017
9931,71227644-A82E-428D-AB3C-2EBA5F0AC21B,1,350000.0,1,1,0,2,28,3,12,4,4.5,0,1,2,0,0,0,2,38910.18,5,22,2017
9932,44BAD64F-7899-459D-90A4-E1383DE1CB0A,1,222473.0,1,1,0,2,23,3,18,4,0.75,0,27,2,0,0,0,2,25964.23,2,15,2017
9933,6761AEA5-DC47-4A79-BABF-5F08F53EDBD4,1,164836.0,1,1,0,2,32,3,18,3,0.5,0,2,1,0,0,0,2,11595.15,2,16,2017
9934,D208A8AE-F39E-4A19-9AE5-B852A5B338C7,1,31121.0,1,1,0,2,27,2,24,4,3.0,0,15,2,1,1,0,2,18151.63,2,6,2017
9935,B58723C7-C315-4A5C-9558-6636F92A0A92,1,30770.0,1,1,0,2,59,5,18,4,36.0,0,15,2,0,0,0,2,52473.88,6,23,2017
9936,73E38A9C-4A8E-4DB1-888F-EBFAC0442972,1,633700.0,1,4,0,2,32,6,18,2,0.833333,3,42,2,3,0,0,2,44254.0,3,16,2018
9937,C6DEB47B-3BCC-48D7-875E-30EC29039C43,1,500000.0,1,1,0,1,47,5,30,4,10.0,0,15,0,1,1,0,2,38637.92,6,23,2017
9938,1821B67B-DC7B-4232-BC86-006ADD26D9D5,1,400000.0,1,1,0,2,51,3,12,4,7.0,0,4,0,0,0,0,2,66986.7,9,30,2017
9939,AAB76BA2-FC18-46C7-BDAD-F5FD8AE2C127,1,179450.0,1,1,0,2,26,3,18,2,1.0,1,12,0,3,0,0,2,43500.0,6,23,2017
9940,C8D15165-F9B6-4C05-A408-D673B343D181,1,162163.0,1,1,0,1,26,5,23,2,0.833333,1,44,0,0,0,0,2,19693.68,6,22,2017
9941,5274EFB3-6BFA-4226-B0CE-6279148222A7,1,102450.0,1,1,0,2,24,5,12,4,1.5,0,27,2,0,0,0,2,44353.68,4,28,2017
9942,65115521-AB7E-4E5D-ACCD-7A9C8F3650F7,1,64865.0,1,1,0,1,51,5,13,1,29.0,0,20,0,1,1,0,2,38571.22,6,21,2017
9943,850F43D0-5C67-4D7D-B26E-653B439FBA20,1,500000.0,1,4,0,1,29,5,22,4,0.666666,1,25,2,1,1,0,2,14169.79,6,21,2017
9944,AE34BF8D-D3C8-4AE6-B9B4-FDD9B3B26F89,1,800000.0,1,2,0,1,48,5,2,4,21.75,0,25,0,1,1,0,2,111532.59,6,22,2017
9945,12B86ABA-19A3-4873-A863-B54F939E781D,1,103802.0,1,1,0,2,28,4,18,4,0.833333,0,14,2,0,0,0,2,19795.71,4,6,2017
9946,7A225230-28AA-4F9B-AC5C-6DBBAE89EAA0,1,279000.0,1,1,0,1,51,5,13,2,31.0,0,3,1,0,1,0,2,17318.01,3,21,2017
9947,32F3F5A7-2176-449E-9992-9E90E70E1D38,1,211417.0,1,1,0,2,59,3,0,3,0.416666,0,12,2,1,1,0,2,9831.67,3,24,2017
9948,9B4ED97A-6B09-4077-BE38-C03A6733EFFE,1,219781.0,1,1,0,1,21,3,2,4,0.666666,0,25,2,1,1,0,2,16889.86,3,27,2017
9949,DC04D6F7-4BEF-41E1-9D61-BF6F8D39B375,1,46154.0,1,1,0,2,36,4,18,2,2.416666,0,14,0,0,0,0,2,22628.13,6,14,2017
9950,312E3A06-8355-40FF-BD9A-73A01BF919C3,1,100000.0,1,1,0,2,26,5,12,4,2.833333,0,32,2,0,0,0,2,50671.0,4,12,2017
9951,7AEE7C2E-F9F5-4539-A7C8-563029E928B2,1,274726.0,1,1,0,2,59,3,21,4,8.0,0,28,1,0,0,0,2,33567.84,4,13,2017
9952,40AC40B8-FDEA-4B21-B5F8-E672E995A83D,1,518673.0,1,1,0,1,44,5,30,4,5.666666,0,15,2,1,1,0,2,89908.43,4,22,2017
9953,21FD22A1-A18E-46B8-A38C-8B77D52EC4EC,1,350000.0,1,1,0,2,23,5,12,4,0.5,0,20,0,0,0,0,2,26234.38,6,22,2017
9954,EC78AFFE-EE4D-40C8-8DD8-235FA1534739,1,422833.0,1,1,0,1,33,5,18,1,1.416666,1,26,2,3,1,0,2,51022.0,4,26,2017
9955,72EEB659-A5B9-4DBE-A485-E3E25983A1B5,1,401500.0,1,1,0,1,56,3,2,3,37.0,0,12,2,0,1,0,2,16982.07,4,27,2017
9956,0589F317-6BAC-45E8-98B3-6ADEED8AD942,1,450000.0,1,1,0,1,27,5,13,1,5.666666,1,2,1,2,0,0,2,25750.18,4,27,2017
9957,9B6FECA3-1D0E-4EDC-BDB6-5E19A3E2536F,1,337143.0,1,4,0,2,30,5,18,3,1.666666,0,24,2,0,0,0,2,51817.63,6,22,2017
9958,6760D84B-2849-40EE-AFD4-26EAC1E6A86B,1,216217.0,1,1,0,1,28,5,13,2,2.5,1,15,2,0,0,0,2,31668.39,6,23,2017
9959,D88D8BAA-D95A-4978-8BFD-D86A373E31BC,1,25000.0,1,1,0,2,27,3,16,4,6.0,0,10,2,1,1,0,2,28658.2,5,17,2017
9960,C8040782-3EC2-4437-BE80-B4A24DAD8CCB,1,414000.0,1,1,0,1,50,3,2,3,27.0,0,15,0,1,1,0,2,19287.58,7,1,2017
9961,20C302EA-64D9-4D32-B825-9793F4FCE826,1,329671.0,1,1,0,1,58,3,2,1,34.0,0,32,1,0,0,0,2,14676.29,2,21,2017
9962,234FB5C9-0AAC-4D93-BA37-51FFF362CC37,1,372569.0,1,1,0,1,45,5,18,4,16.0,1,27,2,0,0,0,2,35940.16,2,22,2017
9963,5EAF024B-2E03-4CC8-9DCE-E46E362385F7,1,164572.0,1,1,0,1,50,3,2,4,13.0,0,15,2,0,1,0,2,19709.29,5,6,2017
9964,E01FA64E-1BE5-4472-AB74-DA0A2949CE19,1,571429.0,1,4,0,2,31,5,0,2,6.0,0,18,2,0,0,0,2,68085.27,5,23,2017
9965,CE35A597-AE7E-4B30-8D07-4AD2A667BBE3,1,365000.0,1,1,0,2,26,5,8,4,2.333333,0,12,2,0,0,0,2,25859.13,2,22,2017
9966,FA07D47D-81E4-4CAC-B2D0-3CA31AB1EDA4,1,51283.0,1,1,0,2,61,3,9,4,12.0,0,12,1,0,0,0,2,31634.36,5,23,2017
9967,34EBDBB9-3329-45CA-9DBF-B4E0031A10A0,1,101678.0,1,1,0,2,40,3,13,3,7.0,0,15,2,1,1,0,2,44126.49,3,20,2017
9968,978008B5-1D75-4262-BE59-56F65B0A6C41,1,329671.0,1,1,0,2,32,2,9,3,7.75,2,44,1,3,0,0,2,33125.1,3,29,2017
9969,551495A8-8D30-404F-86A7-C7081F2424E1,1,317125.0,1,4,0,2,24,5,14,3,0.5,0,15,2,0,0,0,2,26100.0,2,9,2017
9970,5DCECC35-15C6-4E70-9D33-80C8AA403F36,1,155602.0,1,3,0,1,55,5,1,1,1.333333,0,23,1,1,1,0,2,34239.83,3,2,2017
9971,D6802FAC-C881-420D-A3FB-A3E72056E2CD,1,439561.0,1,1,0,1,51,5,13,1,11.0,0,15,1,0,1,0,2,21975.93,2,16,2017
9972,75D4E8F8-AAE3-40F7-ACF2-D3CDDB0EA8A4,1,439561.0,1,1,0,1,40,4,17,4,13.333333,1,15,2,1,1,0,2,43110.79,2,27,2017
9973,6D6D33DA-79BB-47F3-8B83-05AEB5A51A2F,1,300000.0,1,1,0,2,23,3,8,4,0.5,0,12,2,0,0,0,2,22120.11,2,9,2017
9974,8113F6E2-8DBC-4D4C-A77F-65A2B4ABF2BC,1,70000.0,1,4,0,1,23,5,28,4,1.333333,0,1,2,1,0,1,2,24581.54,2,8,2017
9975,8D5919F5-2021-48BC-99EC-E18A912A9C0C,1,31121.0,1,2,0,1,50,5,1,2,19.5,2,2,1,1,1,0,2,20423.87,3,27,2017
9976,AB0B2BD7-058B-471A-B73B-5E8C758A1FFE,1,171429.0,1,1,0,1,46,2,18,4,0.583333,0,14,2,0,0,0,2,17654.0,5,29,2017
9977,D75237CC-0530-4F3A-8D59-41D9AF00167D,1,150500.0,1,1,0,2,22,3,1,4,2.5,0,15,2,1,1,0,2,28887.48,10,6,2017
9978,456D024F-CD3F-4B22-98E4-FC8B73101DC5,1,50839.0,1,1,0,1,29,5,1,3,6.0,0,15,2,0,1,0,2,24546.48,2,6,2017
9979,9770A4F8-BBAF-4440-B530-160BD1DB9942,1,86000.0,1,3,0,1,28,4,5,1,0.666666,1,7,1,0,0,0,2,22356.0,12,26,2017
9980,779AF57B-F926-4F06-8E29-F82827D78AE7,1,350000.0,1,1,0,2,43,3,29,4,2.083333,2,33,2,0,0,0,2,33232.02,2,20,2017
9981,4A12441C-21DE-4D08-A904-ACAB3201D0C0,1,200000.0,1,2,0,2,37,5,18,1,7.0,2,15,2,3,0,0,2,51795.25,5,10,2017
9982,CA4EFBFD-7737-40A4-B8BC-704E2AA64A77,1,80000.0,1,1,0,1,43,3,2,3,11.0,0,12,0,1,1,0,2,11162.9,6,13,2017
9983,01CD3D3D-D198-4DC5-B3E9-182F0B92F565,1,542875.0,1,1,0,2,35,5,12,3,3.5,0,1,2,0,0,0,2,64715.68,3,14,2018
9984,79254286-67E5-43D7-BA19-AF626293B472,1,460990.0,1,1,0,1,49,5,2,3,20.0,0,27,2,0,0,0,2,30988.31,2,27,2017
9985,8F671821-2B85-4390-994D-AB6E473C63C5,1,300000.0,1,1,0,2,28,5,1,2,2.083333,1,2,1,1,1,0,2,32457.0,3,30,2017
9986,C4B67635-DAD6-497A-B953-A287066327F9,1,500000.0,1,2,0,2,45,5,30,4,23.0,1,15,2,2,0,0,2,274205.0,5,10,2017
9987,69FD13BD-492B-4823-88E2-38D4820A4E46,1,314694.0,1,1,0,2,28,5,16,4,4.833333,1,35,2,3,1,0,2,36922.83,2,7,2017
9988,FB752ACC-C526-4842-8495-8F785EBE8FCB,1,549451.0,1,3,0,2,46,5,2,4,26.0,1,41,2,0,0,0,2,89658.82,2,8,2017
9989,FA7FF2CF-37C8-4FC0-9109-F4E6B8760F2E,1,155602.0,1,4,0,1,55,6,13,2,23.0,0,10,2,1,1,0,2,25943.5,2,13,2017
9990,04C4BE3C-482B-4940-A66A-8E93B6977CCC,1,60000.0,1,1,0,2,42,2,8,4,0.5,2,11,2,0,0,0,2,28587.72,3,21,2017
9991,93C6DAC0-A7D8-4186-8B4B-2B5C4E42331D,1,900000.0,1,1,0,1,51,5,2,2,10.0,0,15,1,1,1,0,2,25889.7,10,26,2017
9992,3F14241D-C8B0-4D32-8D9E-43ED3F23705D,1,100000.0,1,1,0,1,43,5,13,2,2.333333,1,23,1,1,1,0,2,28678.27,4,12,2017
9993,432DD840-20E2-4E64-9B91-6C000F126748,1,400000.0,1,1,0,2,31,4,12,2,1.5,0,41,2,0,0,0,2,39517.7,4,12,2017
9994,B0EC87AB-81D9-4A89-A093-8D63D73EBCCC,1,264271.0,1,1,0,2,22,3,5,2,1.25,0,15,2,0,0,0,2,24813.98,3,14,2017
9995,A759A0C7-0ACE-43AF-AA04-BD0F0F82177C,1,500000.0,1,2,0,2,28,5,20,3,5.0,0,36,2,1,1,0,2,71713.0,2,28,2017
9996,FB9D7D12-08D2-4CF8-BAB4-3FAC9248CA51,1,109891.0,1,1,0,2,27,3,15,3,4.333333,0,15,2,0,0,0,2,10880.95,2,13,2017
9997,28990108-771B-4192-BC1B-5CCDDA4163C9,1,456044.0,1,1,0,1,46,3,18,2,2.916666,0,27,2,0,1,0,2,10773.24,2,14,2017
9998,518CB063-4ED8-449F-9945-DF5A7DBC7539,1,102000.0,1,1,0,2,30,3,21,2,1.583333,2,3,1,0,0,0,2,22138.46,12,27,2017
9999,8B9D051B-FD9A-45BB-936E-A58586C4CBF0,1,422833.0,1,3,0,2,52,5,13,1,16.083333,0,15,2,0,1,0,1,42050.0,2,8,2017
10000,C42CE7A0-D502-4EAC-BD58-0F94E88D945A,1,158563.0,1,2,0,1,29,3,23,3,2.0,0,15,2,1,1,0,2,32901.52,4,14,2017
10001,C2032B38-A9B6-41BD-881B-5B92AB3F9D41,2,30000.0,1,4,0,2,27,5,28,4,1.166666,0,5,2,1,0,1,2,44991.0,4,14,2017
10002,BEEFDE0C-8AFC-48EF-A8C1-DC722E2BB568,1,50000.0,1,1,0,2,25,5,12,4,6.0,1,4,2,0,0,0,2,46098.14,4,6,2017
10003,17A1A5BC-A5FF-4AFB-BF2D-A68FD96E43D7,1,140000.0,1,4,0,2,35,6,30,4,7.0,2,15,2,1,1,0,2,60639.02,4,7,2017
10004,2B59ABB8-0ABD-490C-A9CB-F3497016607A,1,350000.0,1,2,0,2,50,5,28,4,7.0,1,15,2,1,0,1,2,34792.04,11,11,2017
10005,BD0D1FB0-BB21-4535-8366-DFC4A56638DB,1,500000.0,1,1,0,2,22,2,12,4,2.0,0,1,1,0,0,0,1,42215.48,4,13,2017
10006,0BB43D42-74D1-4B02-9224-FA96E21B1F50,1,500000.0,1,3,0,2,57,5,13,2,13.0,0,10,2,1,1,0,2,43330.67,3,23,2017
10007,E21A46B7-BEE6-48AB-87FD-C344C829C07A,1,158563.0,1,1,0,2,22,3,18,3,0.75,0,10,2,0,0,0,2,22847.5,3,28,2017
10008,E9B524E9-BB85-4D73-9BBC-0E7EAA0BD022,1,400000.0,1,1,0,1,33,5,23,2,3.0,2,1,2,0,0,0,2,17611.86,3,13,2017
10009,40F54BD6-813E-4895-AD7E-596D82A1A624,1,562500.0,1,1,0,1,55,3,23,3,5.0,0,15,2,0,0,0,2,22153.92,4,26,2018
10010,51ECB6AE-87F1-469F-A78B-B977F72838C4,1,126850.0,1,1,0,1,40,3,23,2,6.583333,0,44,1,0,0,0,2,18635.97,3,2,2017
10011,E0B01253-8F87-47F7-8359-000307AA0191,1,500000.0,1,1,0,2,26,3,1,4,6.5,1,15,2,0,0,0,2,30189.0,5,12,2017
10012,3B9A3EDA-BB7C-424D-933B-BBCCA267F13A,1,486258.0,1,1,0,2,38,5,1,3,21.0,0,10,1,0,1,0,2,57064.8,3,2,2017
10013,896CDA93-31D6-49C7-B670-3EB1B9D6A2A8,1,500000.0,1,2,0,1,54,5,16,2,36.0,0,44,1,0,0,0,2,26100.0,10,25,2017
10014,2DBCF4A8-4737-4B0A-B249-A905A1242415,1,500000.0,1,3,0,2,50,5,18,2,10.0,1,44,1,1,1,0,2,27847.3,3,27,2017
10015,7D4EA913-471C-4447-879E-79DFE7B1C457,1,31500.0,1,1,0,2,21,3,29,4,1.666666,0,27,2,0,0,0,2,31827.92,3,13,2017
10016,310A9A42-219A-499E-BDA7-4980B4D48F8B,1,50000.0,1,1,0,1,54,5,13,2,17.0,0,44,1,1,0,0,2,27994.67,3,23,2017
10017,B9D85B82-1779-426E-B4EE-149F20281FE5,1,155602.0,1,1,0,2,44,5,13,3,3.0,1,4,1,1,1,0,2,22870.62,3,2,2017
10018,EB063E6D-3197-415D-9653-A88481178CBF,1,250000.0,1,1,0,2,26,3,20,4,3.0,0,35,2,0,0,0,2,60644.06,2,13,2017
10019,CAB1E15F-D647-411C-908F-7DB0D62B3DD9,1,107500.0,1,1,0,2,21,2,29,4,4.0,0,41,2,0,0,0,2,21376.4,10,24,2017
10020,7764C956-F3F9-4C8E-B8EF-FEEA9C4B8C5D,1,430000.0,1,1,0,2,45,3,8,4,17.0,0,13,2,0,0,0,2,49559.14,2,9,2017
10021,EC5EBA94-40EE-4E77-A628-0E98F92050C1,1,277418.0,1,1,0,1,21,3,18,2,1.75,0,27,2,1,1,0,2,17358.79,2,17,2017
10022,9F803B80-4950-4CCA-BD4D-5654016313C3,1,500000.0,1,1,0,2,51,3,18,4,2.0,0,44,1,1,1,0,2,27335.3,10,25,2017
10023,58D306FA-3619-402D-97B4-760162A437FD,1,528750.0,1,2,0,1,33,5,11,1,10.583333,0,43,2,0,0,0,2,44950.0,5,10,2018
10024,E5D098BD-EB8F-47CF-A229-F9EDED844A39,1,500000.0,1,2,0,1,28,5,13,2,5.0,0,25,2,0,1,0,2,41122.24,2,10,2017
10025,BFDC8E5F-A651-4023-9A51-55B50721C0E7,1,800000.0,1,1,0,2,27,5,12,4,8.5,0,1,0,0,0,0,2,63769.0,6,6,2017
10026,1AD72965-B999-46D9-B7B8-EAD0664695AE,1,147042.09,1,1,0,2,52,3,24,3,2.0,0,15,2,1,1,0,2,8700.0,10,5,2017
10027,74F9302F-F5A7-4231-BF96-0141380CF117,1,213334.0,1,1,0,1,54,3,13,2,4.833333,0,12,0,0,1,0,2,13126.06,6,8,2017
10028,BD5EB247-FA11-4053-9834-992FF7D30987,1,562500.0,1,1,0,2,41,2,18,3,1.083333,1,15,1,1,1,0,2,29387.13,10,19,2017
10029,93AC2C0D-E6AC-4EA3-8AE6-0C171C539645,1,540541.0,1,1,0,2,43,5,18,3,24.5,2,23,0,1,1,0,2,61745.42,7,3,2017
10030,62090E58-302B-4A65-A409-64E10D4D6B9F,1,450000.0,1,3,0,1,37,5,23,1,7.0,0,14,0,3,0,0,2,39150.0,7,3,2017
10031,429BD6BD-3934-418A-B396-0A8D1CF1A16F,1,221000.0,1,1,0,2,29,5,18,2,6.0,1,44,1,0,0,0,2,21091.35,5,12,2017
10032,B2228838-FE30-487F-ACF2-3EAB433E5646,1,105709.0,1,1,0,2,51,3,16,4,4.0,0,25,2,0,0,0,2,36412.6,3,20,2017
10033,93178304-B5FE-42E6-93F2-18FA9C28B495,1,400000.0,1,4,0,2,25,3,28,4,1.25,0,15,2,0,0,0,2,37722.28,5,25,2017
10034,66D9A7F9-6671-4C96-A2FA-E06E934028E3,1,31579.0,1,1,0,2,29,2,20,4,1.75,0,1,2,0,0,0,2,40992.42,5,24,2017
10035,1467A7FD-B0F0-4532-88F7-494911968BBA,1,540541.0,1,3,0,1,52,3,1,1,30.0,0,0,1,1,1,0,2,31798.43,5,12,2017
10036,1D5CE92F-3E85-4171-AA7E-D14C864ED23B,1,50000.0,1,2,0,2,30,5,17,2,12.916666,2,44,0,0,0,0,2,48306.75,7,4,2017
